perturbation,family,key,spearman,overlap_pct,swaps_top10,entered_top40,left_top40
snapshot 1990-01-01,snapshot,composite,0.822,17.6,0,hamed-karoui;chedli-neffati;abdelhamid-escheikh;ahmed-nejib-chebbi;abdelhamid-el-fehri;mustapha-bouaziz;mohamed-chadhli-cherif;kacem-bousnina;slaheddine-baly;ismail-khelil,kais-saied;bourguiba;beji-caid-essebsi;fouad-mebazaa;kamel-akrout;selma-elloumi;kamel-morjane;mohamed-ennaceur;youssef-chahed;nabil-karoui;khaled-yahyaoui;brahim-bouderbala;hedi-nouira;tawfik-charfeddine;ali-laarayedh;nouri-ben-taous;mohamed-salah-hamdi;othman-battikh;abdelkarim-zbidi;habib-essid;mohamed-habib-dhif;othman-jarandi;ali-seriati;brahim-bertagi;lotfi-ben-jeddou;mourad-saidane;farouk-bouasker;ahmed-mestiri;leila-jaffel;hassine-gharbi;najla-bouden;habib-ben-yahia;mustapha-ben-jaafar
snapshot 2000-01-01,snapshot,authority,0.998,10,0,mohamed-ghannouchi;ali-seriati;mohamed-ali-ganzoui;abdelhamid-el-fehri;mohamed-chadhli-cherif;abderrahmane-belhaj-ali;mohamed-baji-hamda;habib-ben-yahia;jalloul-jeribi;taoufik-baccar;rached-ghannouchi;bechir-tekkari;mustapha-ben-jaafar;ahmed-nejib-chebbi;marouane-mabrouk;abdelwahab-ben-ayed;selma-elloumi;faouzi-elloumi,bourguiba;moncef-marzouki;beji-caid-essebsi;kais-saied;mohamed-ennaceur;rejeb-khaznadar;moustapha-khodja;youssef-saheb-ettabaa;mohamed-larbi-zarrouk;hussein-khodja;shakir-saheb-ettabaa;mustapha-saheb-ettabaa;mustapha-khaznadar;hayreddin-pasha;mohammed-khaznadar;mustapha-ben-ismail;mohamed-aziz-bouattour;mhamed-djellouli;youssef-djait;taieb-djellouli;mustapha-dinguizli;khelil-bouhageb;hedi-lakhoua;mohamed-chenik;slaheddine-baccouche;mustapha-kaak;mohamed-salah-mzali;tahar-ben-ammar;rachid-ammar;ali-laarayedh;habib-essid;hichem-mechichi;ghazi-jeribi;taieb-mehiri;hedi-khefacha;ahmed-mestiri;tahar-belkhodja;habib-ammar
snapshot 2000-01-01,snapshot,proximity,0.833,15,0,mohamed-ali-ganzoui;abderrahmane-belhaj-ali;mohamed-ghannouchi;bechir-tekkari;habib-ben-yahia;abdelwahab-ben-ayed;jalloul-jeribi;ali-seriati;taoufik-baccar;marouane-mabrouk;abdelhamid-el-fehri;mohamed-chadhli-cherif;mustapha-ben-jaafar;mohamed-baji-hamda;rached-ghannouchi;faouzi-elloumi;ahmed-nejib-chebbi,bourguiba;moncef-marzouki;beji-caid-essebsi;kais-saied;kamel-akrout;yadh-ben-achour;mohamed-ennaceur;nadia-akacha;ridha-belhaj;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;youssef-chahed;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani
snapshot 2000-01-01,snapshot,survival,0.987,15,0,ahmed-nejib-chebbi;fouad-mebazaa;ali-seriati;mohamed-ghannouchi;abdelhamid-el-fehri;habib-ben-yahia;taoufik-baccar;mohamed-baji-hamda;mohamed-chadhli-cherif;bechir-tekkari;mohamed-ali-ganzoui;jalloul-jeribi,moncef-marzouki;beji-caid-essebsi;kais-saied;youssef-chahed;hassine-gharbi;khelifa-harroum;kamel-morjane;othman-jarandi;marouane-abassi;mohamed-salah-hamdi;mohamed-el-ghoul;adel-jehane;mohamed-hajem;abdelhamid-belati;nouri-ben-taous;kamel-akrout;mohamed-habib-dhif;khaled-yahyaoui;mohsen-marzouk;abir-moussi;nabil-karoui;nouri-lajmi;sami-essid;sami-fehri;noureddine-boutar;taoufik-habaieb;nejib-ktari;abdessalem-mehdi-grissiaa;brahim-bouderbala;noureddine-taboubi;habib-benhadj-kouider;issam-chebbi
snapshot 2000-01-01,snapshot,brokerage,0.763,25,0,mustapha-ben-jaafar;jalloul-jeribi;mohamed-ali-ganzoui;abderrahmane-belhaj-ali;mohamed-ghannouchi;taoufik-baccar;mohamed-baji-hamda;bechir-tekkari;faouzi-elloumi;habib-ben-yahia;abdelhamid-el-fehri;mohamed-chadhli-cherif,bourguiba;mohamed-ennaceur;moncef-marzouki;tahar-ben-ammar;kais-saied;nabil-karoui;youssef-chahed;beji-caid-essebsi;ali-laarayedh;aziz-miled;brahim-bouderbala;hedi-nouira;nesrine-ben-ali;ismail-khelil;zied-krichen;sakher-el-materi;rafik-abdessalem;rachid-sfar;ayachi-hammami;kamel-eltaief;ghazi-jeribi;sarra-rejeb;cyrine-ben-ali;fadhel-abdelkefi;sara-zaafarani;ridha-belhaj;kamel-guizani;kamel-morjane;hamadi-jebali;mehdi-jomaa;hichem-mechichi;zouheir-mejri
snapshot 2000-01-01,snapshot,reach,1,5,0,mohamed-ghannouchi;selma-elloumi;faouzi-elloumi;habib-ben-yahia;ahmed-nejib-chebbi;fouad-mebazaa;mustapha-ben-jaafar;jalloul-jeribi;ali-seriati;mohamed-ali-ganzoui;taoufik-baccar;mohamed-baji-hamda;bechir-tekkari;rached-ghannouchi;marouane-mabrouk;abdelwahab-ben-ayed;abdelhamid-el-fehri;mohamed-chadhli-cherif,hassen-belkhodja;kamel-morjane;nabil-karoui;sakher-el-materi;abdelwahab-abdallah;sihem-bensedrine;bochra-belhaj-hmida;ayachi-hammami;chokri-belaid;mohammed-mzali;rachid-sfar;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hedi-mabrouk;mahmoud-mestiri;bechir-mhedhbi;slaheddine-baly;ali-laarayedh;mehdi-jomaa;habib-essid;hichem-mechichi;habib-ammar;abdelhamid-escheikh;lotfi-brahem;kamel-feki;khaled-nouri;khaled-shili;chedli-neffati;abdallah-kallel;mohamed-jegham;rafiq-belhaj-kacem;mohamed-naceur-ghannouchi;mohamed-najem-gharsalli;lotfi-ben-jeddou;hedi-majdoub
snapshot 2000-01-01,snapshot,influence,0.909,15,0,jalloul-jeribi;ali-seriati;mohamed-ali-ganzoui;abderrahmane-belhaj-ali;mohamed-ghannouchi;taoufik-baccar;mohamed-baji-hamda;bechir-tekkari;rached-ghannouchi;marouane-mabrouk;selma-elloumi;faouzi-elloumi;habib-ben-yahia;abdelwahab-ben-ayed;ahmed-nejib-chebbi;abdelhamid-el-fehri;mohamed-chadhli-cherif,kais-saied;khaled-yahyaoui;kamel-eltaief;mohamed-habib-dhif;wassila-bourguiba;bourguiba;moncef-marzouki;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;beji-caid-essebsi;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;youssef-chahed;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani;ahmed-bouhali
snapshot 2000-01-01,snapshot,composite,0.818,25,0,marouane-mabrouk;mohamed-ali-ganzoui;bechir-tekkari;ahmed-nejib-chebbi;taoufik-baccar;abdelhamid-el-fehri;mohamed-chadhli-cherif;jalloul-jeribi;mohamed-baji-hamda,kais-saied;bourguiba;moncef-marzouki;beji-caid-essebsi;kamel-akrout;kamel-morjane;mohamed-ennaceur;youssef-chahed;nabil-karoui;khaled-yahyaoui;brahim-bouderbala;hedi-nouira;tawfik-charfeddine;ali-laarayedh;nouri-ben-taous;mohamed-salah-hamdi;othman-battikh;abdelkarim-zbidi;habib-essid;mohamed-habib-dhif;othman-jarandi;brahim-bertagi;lotfi-ben-jeddou;mourad-saidane;farouk-bouasker;ahmed-mestiri;leila-jaffel;hassine-gharbi;najla-bouden
snapshot 2010-01-01,snapshot,authority,0.863,11.8,0,rafiq-belhaj-kacem;mohamed-ghannouchi;kamel-akrout;kamel-morjane;mohamed-khamassi;taieb-laajimi;tarek-fawzi-el-arabi;ali-seriati;taoufik-baccar;abdelwahab-abdallah;boubaker-el-akhzouri;mohamed-kechiche;rached-ghannouchi;bechir-tekkari;faiza-kefi;othman-ben-arfa;ridha-ben-mosbah;mustapha-ben-jaafar;mohamed-fehri-chelbi;maya-jribi;marouane-mabrouk;abdelwahab-ben-ayed;noureddine-boutar;mokhtar-trifi;larbi-nasra;tahar-ben-hassine;selma-elloumi;faouzi-elloumi;nabil-karoui;taoufik-habaieb,bourguiba;beji-caid-essebsi;kais-saied;mohamed-ennaceur;rejeb-khaznadar;moustapha-khodja;youssef-saheb-ettabaa;mohamed-larbi-zarrouk;hussein-khodja;shakir-saheb-ettabaa;mustapha-saheb-ettabaa;mustapha-khaznadar;hayreddin-pasha;mohammed-khaznadar;mustapha-ben-ismail;mohamed-aziz-bouattour;mhamed-djellouli;youssef-djait;taieb-djellouli;mustapha-dinguizli;khelil-bouhageb;hedi-lakhoua;mohamed-chenik;slaheddine-baccouche;mustapha-kaak;mohamed-salah-mzali;tahar-ben-ammar;ali-laarayedh;habib-essid;hichem-mechichi;ghazi-jeribi;taieb-mehiri;hedi-khefacha;ahmed-mestiri;tahar-belkhodja;habib-ammar
snapshot 2010-01-01,snapshot,proximity,0.888,14.7,0,ali-seriati;rafiq-belhaj-kacem;kamel-morjane;ridha-ben-mosbah;mohamed-ghannouchi;bechir-tekkari;abdelwahab-abdallah;abdelwahab-ben-ayed;boubaker-el-akhzouri;mohamed-kechiche;marouane-mabrouk;rachid-ammar;mohamed-khamassi;taieb-laajimi;tarek-fawzi-el-arabi;mustapha-ben-jaafar;taoufik-baccar;rached-ghannouchi;nabil-karoui;faouzi-elloumi;mohamed-fehri-chelbi;larbi-nasra;noureddine-boutar;taoufik-habaieb;tahar-ben-hassine;faiza-kefi;othman-ben-arfa;maya-jribi;mokhtar-trifi,bourguiba;beji-caid-essebsi;kais-saied;yadh-ben-achour;mohamed-ennaceur;nadia-akacha;ridha-belhaj;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;youssef-chahed;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani
snapshot 2010-01-01,snapshot,survival,0.543,38.2,0,maya-jribi;mohamed-khamassi;tahar-ben-hassine;fouad-mebazaa;larbi-nasra;ali-seriati;mohamed-ghannouchi;taieb-laajimi;rachid-ammar;taoufik-baccar;mokhtar-trifi;othman-ben-arfa;faiza-kefi;bechir-tekkari;rafiq-belhaj-kacem;boubaker-el-akhzouri;mohamed-kechiche;abdelwahab-abdallah;tarek-fawzi-el-arabi;ridha-ben-mosbah;mohamed-fehri-chelbi,beji-caid-essebsi;kais-saied;youssef-chahed;abderrahmane-belhaj-ali;hassine-gharbi;khelifa-harroum;othman-jarandi;marouane-abassi;mohamed-salah-hamdi;mohamed-el-ghoul;adel-jehane;mohamed-hajem;abdelhamid-belati;nouri-ben-taous;mohamed-habib-dhif;khaled-yahyaoui;mohsen-marzouk;abir-moussi;nouri-lajmi;sami-essid;sami-fehri;nejib-ktari;abdessalem-mehdi-grissiaa;brahim-bouderbala;noureddine-taboubi;habib-benhadj-kouider;issam-chebbi
snapshot 2010-01-01,snapshot,brokerage,0.833,26.5,1,abdelwahab-abdallah;maya-jribi;mustapha-ben-jaafar;boubaker-el-akhzouri;rafiq-belhaj-kacem;ridha-ben-mosbah;mohamed-ghannouchi;taoufik-baccar;mohamed-kechiche;bechir-tekkari;rachid-ammar;mohamed-khamassi;taieb-laajimi;kamel-akrout;faouzi-elloumi;mohamed-fehri-chelbi;larbi-nasra;noureddine-boutar;taoufik-habaieb;tahar-ben-hassine;faiza-kefi;othman-ben-arfa;mokhtar-trifi;tarek-fawzi-el-arabi,bourguiba;mohamed-ennaceur;tahar-ben-ammar;kais-saied;youssef-chahed;beji-caid-essebsi;ali-laarayedh;aziz-miled;brahim-bouderbala;hedi-nouira;nesrine-ben-ali;ismail-khelil;zied-krichen;sakher-el-materi;rafik-abdessalem;rachid-sfar;ayachi-hammami;kamel-eltaief;ghazi-jeribi;sarra-rejeb;cyrine-ben-ali;fadhel-abdelkefi;sara-zaafarani;ahmed-nejib-chebbi;ridha-belhaj;kamel-guizani;hamadi-jebali;mehdi-jomaa;hichem-mechichi;zouheir-mejri
snapshot 2010-01-01,snapshot,reach,0.999,11.8,0,ridha-ben-mosbah;mohamed-ghannouchi;rachid-ammar;kamel-akrout;selma-elloumi;faouzi-elloumi;larbi-nasra;noureddine-boutar;tahar-ben-hassine;maya-jribi;mokhtar-trifi;fouad-mebazaa;moncef-marzouki;mustapha-ben-jaafar;boubaker-el-akhzouri;ali-seriati;taoufik-baccar;mohamed-kechiche;bechir-tekkari;mohamed-khamassi;taieb-laajimi;rached-ghannouchi;marouane-mabrouk;abdelwahab-ben-ayed;mohamed-fehri-chelbi;taoufik-habaieb;faiza-kefi;othman-ben-arfa;tarek-fawzi-el-arabi,hassen-belkhodja;sakher-el-materi;sihem-bensedrine;bochra-belhaj-hmida;ayachi-hammami;chokri-belaid;mohammed-mzali;rachid-sfar;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hedi-mabrouk;mahmoud-mestiri;bechir-mhedhbi;slaheddine-baly;ali-laarayedh;mehdi-jomaa;habib-essid;hichem-mechichi;habib-ammar;abdelhamid-escheikh;abderrahmane-belhaj-ali;lotfi-brahem;kamel-feki;khaled-nouri;khaled-shili;chedli-neffati;abdallah-kallel;mohamed-jegham;mohamed-naceur-ghannouchi;mohamed-najem-gharsalli;lotfi-ben-jeddou;hedi-majdoub
snapshot 2010-01-01,snapshot,influence,0.978,11.8,0,boubaker-el-akhzouri;ali-seriati;rafiq-belhaj-kacem;kamel-morjane;ridha-ben-mosbah;mohamed-ghannouchi;taoufik-baccar;mohamed-kechiche;bechir-tekkari;rachid-ammar;mohamed-khamassi;taieb-laajimi;kamel-akrout;rached-ghannouchi;nabil-karoui;marouane-mabrouk;selma-elloumi;faouzi-elloumi;abdelwahab-abdallah;abdelwahab-ben-ayed;mohamed-fehri-chelbi;larbi-nasra;noureddine-boutar;taoufik-habaieb;tahar-ben-hassine;faiza-kefi;othman-ben-arfa;maya-jribi;mokhtar-trifi;tarek-fawzi-el-arabi,kais-saied;khaled-yahyaoui;kamel-eltaief;mohamed-habib-dhif;wassila-bourguiba;bourguiba;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;beji-caid-essebsi;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;youssef-chahed;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani;ahmed-bouhali
snapshot 2010-01-01,snapshot,composite,0.621,35.3,2,rafiq-belhaj-kacem;marouane-mabrouk;abdelwahab-abdallah;mohamed-khamassi;bechir-tekkari;maya-jribi;noureddine-boutar;rachid-ammar;taieb-laajimi;tahar-ben-hassine;ridha-ben-mosbah;larbi-nasra;taoufik-habaieb;boubaker-el-akhzouri;mohamed-kechiche;taoufik-baccar;mokhtar-trifi;tarek-fawzi-el-arabi;othman-ben-arfa;faiza-kefi;mohamed-fehri-chelbi,kais-saied;bourguiba;beji-caid-essebsi;mohamed-ennaceur;abderrahmane-belhaj-ali;youssef-chahed;khaled-yahyaoui;brahim-bouderbala;hedi-nouira;tawfik-charfeddine;ali-laarayedh;nouri-ben-taous;mohamed-salah-hamdi;othman-battikh;abdelkarim-zbidi;habib-essid;mohamed-habib-dhif;othman-jarandi;brahim-bertagi;lotfi-ben-jeddou;mourad-saidane;farouk-bouasker;ahmed-mestiri;leila-jaffel;hassine-gharbi;najla-bouden;habib-ben-yahia
snapshot 2020-01-01,snapshot,authority,0.998,2.5,0,hichem-fourati;mohamed-habib-dhif;youssef-chahed;kamel-guizani;nouri-ben-taous;mohamed-ali-ben-khaled;mohamed-el-ghoul;mohamed-salah-hamdi;abderraouf-atallah;mohamed-hajem;rached-ghannouchi;khelifa-harroum;marouane-abassi;khaled-yahyaoui;youssef-bouzakher;nabil-baffoun;abdelhamid-belati;taieb-rached;ahmed-adhoum;ridha-chalghoum;youssef-zouaghi;abdessalem-mehdi-grissiaa;hafedh-caid-essebsi;nejib-ktari;lotfi-debbabi;habib-benhadj-kouider;mohamed-karim-el-jamoussi;hassine-gharbi;noureddine-taboubi;elyes-mnakbi;nabil-karoui;mohamed-lassaad-dahech;chawki-tabib;brahim-bouderbala;jaouher-ferjaoui;anas-hmaidi;mohamed-abbou;marouane-mabrouk;nouri-lajmi,bourguiba;ben-ali;fouad-mebazaa;moncef-marzouki;beji-caid-essebsi;mohamed-ennaceur;rejeb-khaznadar;moustapha-khodja;youssef-saheb-ettabaa;mohamed-larbi-zarrouk;hussein-khodja;shakir-saheb-ettabaa;mustapha-saheb-ettabaa;mustapha-khaznadar;hayreddin-pasha;mohammed-khaznadar;mustapha-ben-ismail;mohamed-aziz-bouattour;mhamed-djellouli;youssef-djait;taieb-djellouli;mustapha-dinguizli;khelil-bouhageb;hedi-lakhoua;mohamed-chenik;slaheddine-baccouche;mustapha-kaak;mohamed-salah-mzali;tahar-ben-ammar;rachid-ammar;ali-laarayedh;habib-essid;hichem-mechichi;ghazi-jeribi;taieb-mehiri;hedi-khefacha;ahmed-mestiri;tahar-belkhodja;habib-ammar
snapshot 2020-01-01,snapshot,proximity,0.902,5,0,hichem-fourati;mohamed-salah-hamdi;khaled-yahyaoui;ayachi-hammami;brahim-bouderbala;othman-battikh;mohamed-karim-el-jamoussi;ahmed-adhoum;kamel-guizani;mohamed-ali-ben-khaled;ridha-chalghoum;abdelhamid-belati;nouri-ben-taous;mohamed-habib-dhif;hassine-gharbi;khelifa-harroum;mohamed-el-ghoul;abderraouf-atallah;mohamed-hajem;rached-ghannouchi;hafedh-caid-essebsi;faouzi-elloumi;chawki-tabib;youssef-zouaghi;marouane-abassi;mohsen-marzouk;abir-moussi;nabil-karoui;marouane-mabrouk;nouri-lajmi;mohamed-lassaad-dahech;sami-essid;sami-fehri;noureddine-boutar;taoufik-habaieb;nejib-ktari;youssef-bouzakher;abdessalem-mehdi-grissiaa,bourguiba;ben-ali;fouad-mebazaa;moncef-marzouki;beji-caid-essebsi;kamel-akrout;selma-elloumi;yadh-ben-achour;mohamed-ennaceur;nadia-akacha;ridha-belhaj;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani
snapshot 2020-01-01,snapshot,survival,0.773,72.5,0,zouhair-maghzaoui;slim-riahi;lotfi-mraihi;seifeddine-makhlouf;tarak-cherif;abdelmajid-ezzar;anas-hmaidi;jamel-msallem;othman-battikh;ridha-chalghoum;chawki-tabib,ben-ali;moncef-marzouki;mustapha-ben-jaafar;beji-caid-essebsi;abderrahmane-belhaj-ali;kamel-morjane;othman-jarandi;adel-jehane;kamel-akrout;selma-elloumi;abdelwahab-ben-ayed
snapshot 2020-01-01,snapshot,brokerage,0.923,20,0,nouri-ben-taous;mohamed-salah-hamdi;faouzi-elloumi;chawki-tabib;slim-riahi;khaled-yahyaoui;hafedh-caid-essebsi;issam-chebbi;ahmed-adhoum;mohamed-ali-ben-khaled;hassine-gharbi;khelifa-harroum;hichem-fourati;ridha-chalghoum;marouane-abassi;mohamed-el-ghoul;abderraouf-atallah;mohamed-hajem;abdelhamid-belati;mohamed-habib-dhif;mohsen-marzouk;abir-moussi;nouri-lajmi;mohamed-lassaad-dahech;sami-essid;sami-fehri;noureddine-boutar;taoufik-habaieb;nejib-ktari;youssef-bouzakher;abdessalem-mehdi-grissiaa;taieb-rached,ben-ali;bourguiba;mohamed-ennaceur;moncef-marzouki;tahar-ben-ammar;beji-caid-essebsi;ali-laarayedh;abdelwahab-ben-ayed;aziz-miled;hedi-nouira;fouad-mebazaa;nesrine-ben-ali;ismail-khelil;zied-krichen;sakher-el-materi;rafik-abdessalem;selma-elloumi;rachid-sfar;kamel-eltaief;ghazi-jeribi;sarra-rejeb;cyrine-ben-ali;fadhel-abdelkefi;ali-seriati;sara-zaafarani;ahmed-nejib-chebbi;ridha-belhaj;kamel-morjane;hamadi-jebali;mehdi-jomaa;hichem-mechichi;zouheir-mejri
snapshot 2020-01-01,snapshot,reach,0.995,5,0,hichem-fourati;ridha-chalghoum;khaled-yahyaoui;faouzi-elloumi;sami-essid;sami-fehri;noureddine-boutar;chawki-tabib;brahim-bouderbala;mohamed-abbou;slim-riahi;seifeddine-makhlouf;abdelmajid-ezzar;youssef-zouaghi;anas-hmaidi;othman-battikh;mohamed-karim-el-jamoussi;kais-saied;youssef-chahed;ahmed-adhoum;kamel-guizani;mohamed-ali-ben-khaled;hassine-gharbi;khelifa-harroum;marouane-abassi;mohamed-salah-hamdi;mohamed-el-ghoul;abderraouf-atallah;mohamed-hajem;abdelhamid-belati;nouri-ben-taous;mohamed-habib-dhif;rached-ghannouchi;hafedh-caid-essebsi;mohsen-marzouk;abir-moussi;marouane-mabrouk;nouri-lajmi,ben-ali;hassen-belkhodja;kamel-morjane;sakher-el-materi;abdelwahab-abdallah;sihem-bensedrine;bochra-belhaj-hmida;chokri-belaid;mohammed-mzali;rachid-sfar;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hedi-mabrouk;mahmoud-mestiri;bechir-mhedhbi;slaheddine-baly;ali-laarayedh;mehdi-jomaa;habib-essid;hichem-mechichi;habib-ammar;abdelhamid-escheikh;abderrahmane-belhaj-ali;lotfi-brahem;kamel-feki;khaled-nouri;khaled-shili;chedli-neffati;abdallah-kallel;mohamed-jegham;rafiq-belhaj-kacem;mohamed-naceur-ghannouchi;mohamed-najem-gharsalli;lotfi-ben-jeddou;hedi-majdoub
snapshot 2020-01-01,snapshot,influence,0.921,10,0,ahmed-adhoum;kamel-guizani;mohamed-ali-ben-khaled;hassine-gharbi;khelifa-harroum;hichem-fourati;ridha-chalghoum;marouane-abassi;mohamed-salah-hamdi;mohamed-el-ghoul;abderraouf-atallah;mohamed-hajem;abdelhamid-belati;nouri-ben-taous;rached-ghannouchi;hafedh-caid-essebsi;mohsen-marzouk;abir-moussi;nabil-karoui;marouane-mabrouk;faouzi-elloumi;nouri-lajmi;mohamed-lassaad-dahech;sami-essid;sami-fehri;noureddine-boutar;taoufik-habaieb;ayachi-hammami;chawki-tabib;nejib-ktari;youssef-bouzakher;abdessalem-mehdi-grissiaa;brahim-bouderbala;taieb-rached;noureddine-taboubi;mohamed-abbou,kamel-eltaief;wassila-bourguiba;bourguiba;ben-ali;fouad-mebazaa;moncef-marzouki;mustapha-ben-jaafar;bahi-ladgham;mohammed-mzali;rachid-sfar;sadok-mokaddem;mongi-slim;habib-bourguiba-jr;mohamed-masmoudi;habib-chatti;mohamed-fitouri;hassen-belkhodja;hedi-mabrouk;mahmoud-mestiri;hassib-ben-ammar;bechir-mhedhbi;abdallah-farhat;slaheddine-baly;beji-caid-essebsi;hedi-baccouche;hamadi-jebali;ali-laarayedh;mehdi-jomaa;habib-essid;elyes-fakhfakh;hichem-mechichi;najla-bouden;ahmed-hachani;kamel-madouri;sara-zaafarani;ahmed-bouhali
snapshot 2020-01-01,snapshot,composite,0.821,30,0,ridha-chalghoum;abdelhamid-belati;hichem-fourati;mohamed-el-ghoul;mohamed-hajem;khelifa-harroum;chawki-tabib;marouane-abassi;anas-hmaidi;slim-riahi;mohamed-karim-el-jamoussi;noureddine-boutar;seifeddine-makhlouf;abdelmajid-ezzar;abdessalem-mehdi-grissiaa;sami-fehri;nejib-ktari;habib-benhadj-kouider;noureddine-taboubi;mohamed-ali-ben-khaled;sami-essid;ayachi-hammami;marouane-mabrouk;nouri-lajmi;jamel-msallem;abir-moussi;zouhair-maghzaoui;ahmed-adhoum,ben-ali;bourguiba;moncef-marzouki;beji-caid-essebsi;fouad-mebazaa;kamel-akrout;selma-elloumi;kamel-morjane;mohamed-ennaceur;abderrahmane-belhaj-ali;hedi-nouira;tawfik-charfeddine;ali-laarayedh;abdelkarim-zbidi;habib-essid;mohamed-ghannouchi;othman-jarandi;ali-seriati;brahim-bertagi;lotfi-ben-jeddou;mourad-saidane;abdelwahab-ben-ayed;farouk-bouasker;ahmed-mestiri;leila-jaffel;najla-bouden;habib-ben-yahia;mustapha-ben-jaafar
